product_name,category,product_id,product_count,rating,price
"Astra Hundred",Electronics,P000357,20,3.6,1423.47
"GreenLeaf About","Home & Kitchen",P001032,20,4.81,183.58
"Willow Somebody",Books,P001986,20,3.49,65.24
"Willow Use",Automotive,P000537,20,3.1,64.45
"Nimbus Learn",Beauty,P000929,20,3.92,69.43
"Orion Clearly",Automotive,P000679,20,2.52,496.78
"Pulse Seem",Beauty,P001015,20,2.7,28.49
"Zenith Firm",Electronics,P001513,20,3.66,720.05
"Astra Anyone",Electronics,P000014,20,3.67,99.56
"NeoTech Society",Sports,P000135,20,3.85,49.41
"Astra Make",Automotive,P000085,20,3.21,462.62
"Zenith Citizen","Pet Supplies",P000359,20,4.83,31.35
"Astra Process","Pet Supplies",P001898,20,3.76,131.29
"Pulse Determine",Books,P000483,20,2.96,2.83
"Astra My","Home & Kitchen",P000701,20,3.07,349.01
"NeoTech Major",Books,P000048,20,4.69,70.33
"Astra Avoid",Beauty,P001423,20,4.26,56.11
"Orion View",Clothing,P000729,20,3.89,49.66
"Zenith Gas","Pet Supplies",P000470,20,3.43,59.91
"Acme Figure",Groceries,P000296,20,2.68,21.18
"NeoTech Heart",Books,P001273,20,3.1,9.74
"Harbor Eye",Books,P001435,20,4.58,36.92
"Zenith Case",Books,P001550,20,3.92,19.19
"Pulse Reveal",Beauty,P001937,20,4,159.29
"Pulse Goal","Home & Kitchen",P000922,20,4.5,140.3
"Pulse Manage",Beauty,P000493,20,2.53,113.45
"Willow Economy",Beauty,P000092,20,3.31,177.95
"Willow Exactly",Clothing,P000535,20,4.14,62.96
"NeoTech Personal",Clothing,P001820,20,3.49,90.19
"Everest Modern",Books,P000946,20,2.89,35.56
"Everest Black",Electronics,P000458,20,4.82,982.1
"Harbor Probably",Automotive,P000840,20,4.09,548.83
"Harbor Reflect",Beauty,P001798,20,3.05,116.24
"Acme Account",Electronics,P000264,20,3.07,1006.47
"Pulse Certainly",Toys,P001404,20,4.74,95.08
"Astra Present",Groceries,P000379,20,3.2,12.81
"Nimbus Process",Electronics,P000272,20,4.73,570.1
"Acme Drug","Pet Supplies",P001618,20,3.7,43.35
"Harbor Crime",Toys,P000804,20,2.7,72.33
"Astra Who",Books,P001256,20,2.93,46.57
"Pulse Mr",Beauty,P000364,20,3.61,41.57
"NeoTech Our",Electronics,P001979,20,2.76,662.22
"Astra Support",Clothing,P001411,20,3.58,52.89
"NeoTech Occur",Toys,P001337,20,4.18,84.48
"Nimbus From",Electronics,P001630,20,3.98,1519.49
"Harbor Eat",Clothing,P001593,20,4.17,181.12
"Astra Study",Toys,P001188,20,3.4,61.06
"Nimbus Prevent",Automotive,P001814,20,2.62,566.53
"Pulse Rise",Electronics,P000977,20,4.25,1131.3
"Zenith Begin",Electronics,P001141,20,2.72,363.12
"Acme School",Books,P000835,20,4.28,17.57
"Harbor Discuss",Groceries,P001255,20,2.93,37.59
"NeoTech Admit",Electronics,P001532,20,4.65,137.82
"Everest Opportunity",Groceries,P000444,20,2.63,28.92
"Harbor By",Electronics,P000666,20,3.72,367.54
"Acme Blood",Groceries,P001429,20,3.04,17.5
"NeoTech Watch",Books,P001935,20,3.83,77.28
"Harbor Risk",Groceries,P000895,20,3.55,34.1
"Pulse Worry",Automotive,P001969,20,3.09,734.96
"Zenith List","Home & Kitchen",P000541,20,3.9,102.1
"Solace Peace",Sports,P001166,20,4.26,61.86
"Willow Front",Books,P001929,20,4.04,90.65
"Pulse Range",Automotive,P000685,20,4.81,113.14
"Solace Something",Electronics,P000358,20,4.03,1001.67
"Orion Particularly",Clothing,P001374,20,4.35,92.28
"Harbor Authority",Toys,P000073,20,3.99,46.81
"NeoTech Identify","Pet Supplies",P000772,20,2.61,85.27
"Acme Option","Home & Kitchen",P000833,20,4.32,63.08
"Zenith Great",Toys,P000081,20,4.15,13.12
"GreenLeaf Single",Groceries,P000989,20,3.1,16.74
"Willow Need",Electronics,P001892,20,4.71,1287.95
"Harbor Today",Clothing,P000823,20,4.21,247.47
"Orion Whatever",Electronics,P000355,20,4.02,577.93
"Pulse The",Toys,P000205,20,3.51,68.81
"Zenith Live","Pet Supplies",P001933,20,3.77,86.02
"Pulse Kitchen",Clothing,P000150,20,2.59,70.84
"Nimbus Those",Beauty,P000517,20,4.31,60.55
"Astra Take",Groceries,P001774,20,4.02,22.01
"Nimbus Yard",Automotive,P000020,20,2.75,492.81
"GreenLeaf Old",Books,P001103,20,4.09,117.92
"Harbor Meeting","Pet Supplies",P000914,20,4.21,97.63
"Acme Institution",Books,P001159,20,2.67,18.26
"Orion Position","Home & Kitchen",P001147,20,4.82,62.75
"Pulse Together",Toys,P001553,20,2.85,37.23
"Acme Stock","Home & Kitchen",P000116,20,2.95,128.31
"Willow Interesting",Toys,P001010,20,2.83,69.15
"Zenith Religious",Clothing,P000320,20,2.64,47.88
"GreenLeaf Realize",Books,P001210,20,3.34,66.98
"Zenith Lead",Toys,P000757,20,4.15,94.95
"Orion Occur",Electronics,P001121,20,3.42,1003.65
"Willow Age",Clothing,P000643,20,4.41,105.35
"Nimbus Himself","Home & Kitchen",P000566,20,3.39,221.26
"Zenith Conference","Pet Supplies",P001957,20,2.72,45.18
"NeoTech Stand",Groceries,P000371,20,4.9,19.06
"Pulse Race","Pet Supplies",P001531,20,2.8,49.15
"Solace How",Electronics,P001259,20,4.24,490.48
"Harbor Property",Books,P001728,20,3.89,82.77
"Zenith Ago",Books,P001487,20,2.99,52.1
"Nimbus Morning",Sports,P001234,20,3.68,488.59
"NeoTech May",Groceries,P001123,20,4.63,5.79
"Solace We",Groceries,P001124,20,4.44,5.5
"Pulse Physical",Automotive,P000613,20,2.83,300.24
"Pulse Few",Clothing,P001384,20,4.77,15.03
"Astra Dream",Sports,P000468,20,4.14,36.4
"Harbor Able","Home & Kitchen",P000139,20,4.21,335.61
"Pulse Group",Toys,P000328,20,4.05,26.74
"Acme Manage",Sports,P000601,20,3.5,343.78
"Harbor Firm",Books,P000155,20,3.07,12.17
"Acme He",Beauty,P000288,20,3.28,106.67
"Acme Discuss","Pet Supplies",P000080,20,3.42,24.52
"Solace Chance",Sports,P000381,20,2.87,177.64
"Zenith Conference","Home & Kitchen",P000564,20,3.48,99.23
"NeoTech Often",Books,P001494,20,4.11,18.45
"Zenith Road",Automotive,P000849,20,3.82,157.67
"Acme Brother",Groceries,P001718,20,3.94,8.74
"Pulse Direction","Home & Kitchen",P001595,20,4.62,214.62
"Acme Fire",Clothing,P000068,20,3.76,46.36
"Harbor Few","Pet Supplies",P001376,20,3.96,63.96
"NeoTech Laugh",Electronics,P000993,20,3.3,564.72
"Willow Indeed",Clothing,P000487,20,3.4,22.21
"Pulse Or",Automotive,P000575,20,4.42,338
"Pulse Front",Toys,P001045,20,2.71,41.15
"Zenith Clear","Pet Supplies",P000269,20,3.44,74.5
"Nimbus Happy",Groceries,P001627,20,4.12,11.67
"Orion Student",Sports,P000502,20,3.25,442.12
"Willow History",Beauty,P000563,20,4.2,101.93
"Zenith Word","Home & Kitchen",P001438,20,2.59,417.75
"Harbor Investment",Automotive,P000680,20,3.97,114.54
"GreenLeaf Without",Beauty,P001588,20,3.78,132.56
"Solace Everyone",Clothing,P001582,20,3.76,242.11
"Harbor Another",Beauty,P001101,20,3.27,152.38
"Willow Something",Toys,P000201,20,4.6,23.76
"Solace Option",Automotive,P000651,20,3.53,926.15
"Zenith Hope",Sports,P000559,20,4.12,59.17
"Nimbus Task",Groceries,P001357,20,3.2,19.99
"Harbor City",Clothing,P000858,20,3.02,185.03
"Everest Compare",Sports,P001160,20,2.5,88.97
"Pulse Arm",Groceries,P000090,20,2.87,3.69
"Everest Possible",Electronics,P001917,20,3.01,503.48
"Orion Class",Sports,P001646,20,4.51,314.64
"Willow Full",Automotive,P001680,20,4,294.93
"Harbor Race",Clothing,P000618,20,3.1,182.11
"GreenLeaf Note","Home & Kitchen",P000307,20,4.2,354.49
"NeoTech Job",Clothing,P001221,20,4.51,79.93
"Willow Condition",Sports,P001689,20,3.32,297.5
"Solace Player",Automotive,P000029,20,4.32,357.87
"Nimbus Test",Beauty,P000076,20,3.47,137.88
"Willow Value",Toys,P000919,19,2.92,33.99
"Orion Most",Clothing,P000162,19,3.99,151.39
"Nimbus Sit",Clothing,P000022,19,4.54,37.65
"Astra Support",Toys,P000329,19,3.02,106.81
"Astra Pull","Pet Supplies",P001808,19,3.29,49.88
"NeoTech Provide",Sports,P000406,19,4.5,103.54
"Astra Test",Clothing,P000494,19,3.65,148.44
"Orion Well",Groceries,P001157,19,4.21,20.26
"Harbor Population","Pet Supplies",P001556,19,3.1,86.48
"Harbor Much",Automotive,P000476,19,4.38,133.02
"Pulse Fine","Home & Kitchen",P000087,19,3.38,339.43
"Astra President",Books,P000115,19,4.24,28.99
"Willow Remain",Clothing,P000748,19,2.86,128.37
"GreenLeaf Wall",Clothing,P001601,19,4.61,93.07
"GreenLeaf Century","Pet Supplies",P000639,19,3.08,64.23
"Astra West",Groceries,P001735,19,3.27,13.04
"Solace Who",Toys,P001748,19,3.58,56.34
"Pulse Can",Beauty,P001284,19,3.81,153.71
"Willow Catch",Automotive,P001816,19,2.79,91.42
"Astra Our",Electronics,P000055,19,3.51,949.73
"Harbor Or","Pet Supplies",P001720,19,3.84,6.69
"GreenLeaf Eat",Toys,P000377,19,3.38,95.77
"GreenLeaf Reflect",Groceries,P001551,19,2.68,11.78
"Solace Camera",Electronics,P000451,19,3.86,228.61
"Harbor Hear",Groceries,P000429,19,3.37,39
"Nimbus Job",Toys,P001254,19,3.67,71.59
"Astra Buy","Pet Supplies",P000482,19,4.11,62.62
"Harbor Enter","Home & Kitchen",P000481,19,3.68,299.45
"Astra Small",Electronics,P000628,19,4.58,612.23
"Pulse Soon","Pet Supplies",P001813,19,2.86,54.41
"Zenith Black",Automotive,P001084,19,4.22,111.61
"Acme Foot",Toys,P001867,19,3.96,93.84
"Astra Herself",Clothing,P000808,19,3.22,125.02
"Orion Moment",Books,P001332,19,3.17,27.08
"Acme Common","Pet Supplies",P000411,19,2.88,50.96
"GreenLeaf Draw",Books,P001616,19,4.08,167.4
"Astra About","Home & Kitchen",P001734,19,3.99,68.37
"Nimbus Choice","Home & Kitchen",P000375,19,3.12,21.73
"Willow Spring",Automotive,P001013,19,4.4,1047.18
"Orion Up",Groceries,P001583,19,4.46,13.54
"Zenith International","Home & Kitchen",P000317,19,3.13,101.71
"Zenith View",Sports,P001753,19,4.69,165.03
"Solace Glass",Electronics,P001016,19,3.26,542.86
"Willow Cost",Books,P001828,19,3.05,54.83
"Orion Chance","Pet Supplies",P000405,19,4.59,7.85
"Orion Push","Pet Supplies",P001138,19,4.56,65.95
"Willow Responsibility",Electronics,P001128,19,2.79,338.49
"Everest Professional",Groceries,P001383,19,2.69,19.17
"Acme Him",Electronics,P001012,19,3.86,1290.2
"Astra Move",Electronics,P000723,19,4.59,244.36
"Harbor Power",Electronics,P001497,19,4.16,944.56
"Everest Stop",Automotive,P001691,19,3.78,893.72
"Orion Daughter",Toys,P001033,19,3.49,54.61
"Pulse Debate","Home & Kitchen",P000498,19,3.35,112.79
"GreenLeaf Reveal","Pet Supplies",P001252,19,3.01,76.91
"Astra Be",Clothing,P000001,19,4.08,157.89
"Pulse Manage",Automotive,P000912,19,2.96,189.79
"Solace Budget",Sports,P000552,19,2.85,190.22
"Zenith World",Beauty,P000279,19,4.18,114.56
"Willow Their",Electronics,P001707,19,3.91,988.62
"Pulse Eight",Automotive,P001061,19,3.71,297.23
"Nimbus Foreign",Books,P001399,19,4.62,40.7
"Everest Even","Home & Kitchen",P000214,19,2.53,191.69
"Pulse Attention",Sports,P000933,19,2.7,167.45
"Everest Stop","Pet Supplies",P001572,19,4.79,67.51
"Orion Final",Groceries,P000460,19,4.72,20.56
"Harbor Bill",Toys,P000154,19,4.21,32.06
"Astra Begin",Sports,P000872,19,2.97,51.33
"GreenLeaf Concern",Beauty,P001994,19,4.74,57.21
"Willow Let",Beauty,P000312,19,3.97,84.79
"Pulse Interesting",Clothing,P001366,19,4.13,95.81
"Nimbus Control",Electronics,P001653,19,4.85,1187.64
"Harbor Enjoy","Pet Supplies",P000480,19,4.31,60.33
"Orion Like",Groceries,P000183,19,4.26,3.37
"Orion Bag",Beauty,P001400,19,4.22,86.41
"Nimbus Person",Automotive,P001834,19,3.56,32.08
"Willow Against",Groceries,P001470,19,4.13,7.41
"Pulse Economy","Pet Supplies",P000604,19,4.4,113.44
"Everest So",Sports,P000986,19,4.7,32.25
"Willow Newspaper",Groceries,P000518,19,4.77,20.15
"Everest May",Clothing,P000962,19,4.23,274.66
"Nimbus Hospital",Toys,P000561,19,4.05,95.02
"Pulse Positive",Clothing,P001238,19,3.79,166.04
"Nimbus Main","Pet Supplies",P000360,19,4.45,59.31
"Nimbus Cell",Sports,P000342,19,4.49,90.57
"Orion Unit",Toys,P000830,19,4.25,72.45
"Astra Goal",Beauty,P000278,19,3.99,37.69
"Solace Difference",Electronics,P000165,19,3.85,295.27
"Nimbus East",Books,P001944,19,4.54,63.5
"Orion Fact",Beauty,P001831,19,3.69,169.79
"Solace Cell","Home & Kitchen",P001168,19,2.98,416.24
"Harbor Sort",Clothing,P001625,19,4.7,146.81
"NeoTech More","Home & Kitchen",P001137,19,4.82,170.53
"Nimbus Risk",Beauty,P001561,19,3.41,69.68
"GreenLeaf Painting",Toys,P000538,19,4.18,63.48
"Nimbus See",Groceries,P000992,19,3.98,10.49
"Willow Arm",Sports,P000126,19,4.72,423.57
"Nimbus Under",Beauty,P000708,19,2.9,208.74
"Astra Attorney",Automotive,P001848,19,4.7,392.65
"GreenLeaf Some","Home & Kitchen",P001866,19,2.78,21.92
"NeoTech Continue","Pet Supplies",P001777,19,2.83,69.57
"Acme Character",Automotive,P001988,19,3.26,202.98
"NeoTech List",Sports,P001410,19,3.66,70.68
"GreenLeaf Say","Pet Supplies",P001360,19,3.59,43.4
"Astra Pull",Electronics,P001024,19,3.47,2338.13
"Acme Run","Pet Supplies",P000229,19,2.52,5.59
"NeoTech While",Sports,P000471,19,4.25,181.71
"Pulse Natural","Home & Kitchen",P001455,19,3.07,91.33
"Everest Friend",Clothing,P000008,19,2.93,33.86
"Zenith Guess",Groceries,P001862,19,4.68,27.91
"Everest Also",Groceries,P001715,19,4.13,5.74
"GreenLeaf Recent",Clothing,P001668,19,2.74,47.02
"Astra This",Beauty,P001402,19,3.59,121.55
"GreenLeaf Deal","Pet Supplies",P001480,19,4.81,20.68
"Everest Baby",Books,P000319,19,4.01,40.58
"Willow Store",Beauty,P001365,19,3.94,46.5
"Solace School",Clothing,P000226,19,2.8,118.33
"Astra Policy",Toys,P000146,19,2.53,15.85
"Harbor Month",Groceries,P001377,19,4.59,22.11
"Nimbus Young",Beauty,P000531,19,4.13,167.72
"Nimbus Present","Pet Supplies",P000857,19,4.88,53.5
"Pulse Outside",Electronics,P001634,19,4.42,372.7
"Harbor Gas",Sports,P000880,19,4.36,401.23
"Pulse Piece",Books,P000791,19,2.85,40.14
"Orion Writer",Beauty,P001130,19,4.8,98.52
"GreenLeaf Star",Beauty,P001533,19,4.02,156.64
"Everest Bar",Electronics,P001560,19,4.31,1033.13
"Pulse Receive",Books,P000397,19,3.92,5.67
"Orion Above",Electronics,P000769,19,3.71,775.52
"Solace Fund",Beauty,P001021,19,2.98,72.4
"Harbor Statement",Groceries,P001442,19,3.94,6.07
"Everest Find","Home & Kitchen",P000424,19,3.62,439.51
"Harbor Others",Groceries,P000013,19,4.5,19.09
"GreenLeaf More",Sports,P001067,19,3.36,98.53
"Solace Know",Automotive,P001451,19,3.72,598.27
"Willow Expert",Beauty,P000196,19,3.38,11.83
"NeoTech Opportunity",Clothing,P001043,19,4.84,28.05
"Everest Deep",Automotive,P000297,19,3.98,902.48
"Nimbus Size","Pet Supplies",P000770,19,3.77,155.4
"Solace Make",Electronics,P001373,19,2.56,815.01
"Orion Trouble",Groceries,P000258,19,4.46,11.34
"Orion Stand",Clothing,P000802,19,3.74,173.34
"GreenLeaf Visit",Groceries,P001027,19,3.52,3.42
"Pulse Wait",Clothing,P000652,19,3.2,76.67
"Harbor Cup",Clothing,P000503,19,4.4,90.57
"Zenith Phone",Electronics,P000136,19,4.38,2169.98
"GreenLeaf Team",Beauty,P000363,19,4.08,61.12
"Nimbus Deal",Books,P001038,18,4.85,22.47
"GreenLeaf Reduce","Pet Supplies",P001510,18,4.47,93.58
"Solace Represent",Beauty,P000282,18,4.79,154.03
"Solace Life",Automotive,P001548,18,3.41,243.71
"Harbor Television","Home & Kitchen",P000873,18,4.81,94.58
"NeoTech Receive",Books,P000732,18,3.17,52.87
"Willow Measure",Electronics,P001706,18,4.04,970.1
"Nimbus Agree",Automotive,P001500,18,4.75,746.51
"NeoTech Yourself",Sports,P001140,18,4.6,124.59
"Acme Chance",Electronics,P001830,18,3.02,1127.47
"Acme Board","Pet Supplies",P000290,18,3.9,44.33
"Solace Serve",Toys,P001667,18,4.38,38.11
"Willow World",Electronics,P001261,18,2.63,1411.81
"Acme Effect",Automotive,P001692,18,4.64,108.67
"Orion Consider",Groceries,P000620,18,2.85,9.49
"Willow Commercial",Groceries,P000877,18,4.33,24.09
"Zenith Argue",Toys,P001436,18,3.92,63.88
"Zenith Begin",Beauty,P001150,18,2.96,98.79
"Orion Why",Beauty,P001280,18,2.83,98.92
"Zenith Guy",Sports,P000510,18,2.87,105.34
"Everest Daughter",Toys,P000352,18,3.97,112.71
"Solace Suffer",Books,P001650,18,4.19,71.07
"Nimbus Tonight",Electronics,P001051,18,2.61,472.13
"Everest Several","Home & Kitchen",P001838,18,3.02,331.98
"Acme Night","Home & Kitchen",P000040,18,4.74,350.41
"Everest Early","Pet Supplies",P001023,18,2.86,93.43
"Solace Commercial",Groceries,P001186,18,2.63,26.74
"NeoTech Standard",Sports,P000862,18,3.42,119.52
"Acme Sport",Toys,P000106,18,4.02,86.59
"NeoTech Also",Toys,P000316,18,3.8,72.21
"Nimbus Environment",Toys,P000904,18,3.97,47.08
"Willow Several",Automotive,P001393,18,3.1,314.95
"Everest Imagine",Clothing,P001619,18,4.2,15.52
"Orion Paper",Toys,P000683,18,4.29,15.22
"NeoTech Reveal",Automotive,P001262,18,2.97,229.68
"Everest Memory","Pet Supplies",P001198,18,2.54,58.11
"Zenith Need",Electronics,P000834,18,4.64,479.8
"Everest Yes","Home & Kitchen",P000124,18,2.85,36.32
"Pulse Five",Sports,P000958,18,2.57,78.26
"Everest Various","Home & Kitchen",P000453,18,3.34,17.06
"Nimbus Unit",Groceries,P001709,18,3.14,2.47
"Zenith Rise","Pet Supplies",P001993,18,3.75,68.6
"Astra Question",Groceries,P001180,18,3.84,21.71
"GreenLeaf Spring",Books,P000066,18,4.69,42.89
"NeoTech Trouble",Sports,P001714,18,3.7,303.15
"Harbor Score",Electronics,P000308,18,4.1,930.47
"Zenith Accept",Sports,P000158,18,4.02,314.58
"Nimbus State",Sports,P000738,18,4.1,121.64
"Nimbus Significant",Sports,P000441,18,2.96,105.75
"Solace Be",Groceries,P000151,18,3.53,23.37
"Harbor Than","Home & Kitchen",P000667,18,4.81,319.47
"Orion Their",Beauty,P000277,18,3.03,43.39
"Willow Bring",Clothing,P000686,18,4.3,29.92
"Harbor Main",Beauty,P001673,18,2.67,99.78
"GreenLeaf Left",Groceries,P000449,18,2.73,18.64
"Zenith Event",Beauty,P000583,18,4.85,137.49
"Willow Agree",Clothing,P000793,18,3.83,168
"Everest Beautiful","Home & Kitchen",P000582,18,3.86,318.63
"Zenith Trial",Beauty,P001534,18,3.83,91.4
"Zenith Both","Home & Kitchen",P001757,18,4.71,206.86
"NeoTech Song",Automotive,P001934,18,4.73,286.31
"NeoTech Car","Home & Kitchen",P001153,18,4.17,19.55
"Orion Record","Pet Supplies",P000096,18,4.15,53.16
"Zenith Part","Pet Supplies",P001413,18,3.56,55.76
"Solace Party",Sports,P000663,18,2.81,89.02
"Harbor Free",Clothing,P001380,18,3.08,113.22
"Zenith Religious",Groceries,P001775,18,4.55,23.52
"Zenith Current",Groceries,P000016,18,4.68,9.53
"Pulse Degree","Home & Kitchen",P001042,18,3.64,225
"Everest Age",Books,P000997,18,3.68,49.76
"Nimbus Knowledge",Sports,P000383,18,4.47,26.27
"Orion Late",Sports,P001017,18,3.36,210.15
"Nimbus Maintain",Electronics,P001807,18,3.67,557.39
"Harbor Notice","Pet Supplies",P001792,18,3.75,70.76
"Harbor Doctor",Books,P001463,18,3.68,8.44
"NeoTech Network",Beauty,P000719,18,3.02,134.95
"Solace Table",Groceries,P001657,18,4.61,25.99
"Zenith Thought",Toys,P000353,18,4.47,83.19
"Everest School",Toys,P001942,18,3.77,24.99
"Pulse Guy",Sports,P001431,18,3.65,243.43
"Pulse Such",Automotive,P000026,18,2.85,742.47
"Astra Family",Clothing,P001347,18,3.24,94.95
"Everest Deep",Electronics,P000860,18,3.06,264.08
"Nimbus Gun","Home & Kitchen",P000426,18,4.24,244.16
"GreenLeaf Star",Automotive,P001755,18,3.33,305.42
"Acme Push",Beauty,P000676,18,2.85,21.12
"Everest Summer",Beauty,P001372,18,4,82.39
"Solace Change",Toys,P001319,18,2.88,65.6
"Nimbus Top",Groceries,P001396,18,3.85,21.3
"Nimbus Every","Home & Kitchen",P001044,18,3.31,90.82
"NeoTech Film","Pet Supplies",P000219,18,2.96,82.2
"Solace Glass",Automotive,P000696,18,4.54,110.1
"GreenLeaf Computer",Toys,P001102,18,3.02,8.2
"Orion Style",Beauty,P000972,18,3.31,53.88
"Solace Show",Automotive,P000632,18,3.87,874.11
"Everest Tv",Automotive,P000228,18,3.25,253.79
"Astra Bill",Books,P000584,18,2.9,85.22
"Harbor Against",Electronics,P001125,18,3.46,1181.64
"NeoTech Finally","Home & Kitchen",P000843,18,4.65,51.57
"Zenith Break",Books,P000270,18,4.64,44.29
"GreenLeaf Network",Toys,P001415,18,3.71,29.3
"Astra Key",Sports,P001854,18,2.51,376.31
"Orion Society",Electronics,P001717,18,4.75,1551.98
"Nimbus Guess",Sports,P001267,18,3.31,112.28
"Harbor Better",Electronics,P001982,18,4.29,835.66
"Everest Own",Beauty,P001073,18,2.56,31.17
